		
		
		
7.9999	16365.11106	0.09946
7.99991	16365.02256	0.09222
7.9999	16364.8817	0.09977
7.9999	16365.00219	0.10165
7.9999	16365.00674	0.09737
7.49991	13999.42856	0.10182
7.49991	13999.36288	0.09826
7.4999	13999.74351	0.10122
7.49991	13999.27311	0.10508
7.49991	13999.63818	0.10061
7.49991	13999.37297	0.10102
7.49991	13999.32143	0.09862
7.49991	13999.54842	0.0959
5.99993	1980.24788	0.09676
5.99992	1980.19573	0.09638
5.99992	1979.96866	0.09291
5.99992	1980.02743	0.09074
5.99991	1980.15379	0.09377
5.99993	1980.09578	0.09846
5.99993	1980.03579	0.08476
5.99993	1980.03923	0.09029
5.99991	1980.00698	0.09247
5.99993	1980.15888	0.10194
5.99992	1980.01492	0.09745
5.99993	1980.12953	0.09588
5.99993	1980.06012	0.09826
8.99989	5855.16448	0.10173
8.9999	5855.06422	0.09307
8.99988	5855.13962	0.09609
8.99989	5855.06048	0.08868
8.99989	5854.99818	0.08886
8.99989	5855.24764	0.09693
8.99988	5855.06908	0.09774
8.99989	5855.1913	0.1053
8.99989	5854.80456	0.09277
8.99988	5855.17502	0.09125
6.99992	7249.88963	0.09937
6.99991	7250.19236	0.09485
6.99991	7249.86729	0.10136
6.99991	7250.03632	0.09863
6.99991	7249.85326	0.10111
6.99991	7249.99663	0.09116
6.99991	7249.99232	0.09769
6.99992	7250.10055	0.0955
6.99991	7249.82021	0.0928
8.39989	11640.54119	0.09585
8.39989	11640.34074	0.09212
8.3999	11640.67061	0.09078
8.3999	11640.32727	0.10168
8.3999	11640.57152	0.08763
8.3999	11640.46208	0.10113
8.39989	11640.6967	0.10423
7.7999	16851.68364	0.0931
7.7999	16851.8757	0.10225
7.7999	16851.70308	0.09795
7.7999	16851.60896	0.09346
7.7999	16852.09313	0.09359
7.7999	16851.41532	0.09755
7.7999	16851.99442	0.10104
7.19991	9644.92569	0.10409
7.19991	9644.72482	0.08715
7.19991	9644.78733	0.10258
7.19991	9644.72365	0.09767
7.19991	9645.1436	0.10375
7.19991	9644.69401	0.09291
7.19991	9644.73148	0.0953
7.19991	9644.73108	0.09391
7.19991	9644.63868	0.10216
7.19991	9644.94454	0.10239
8.69989	8218.59629	0.09887
8.69989	8218.72933	0.08867
8.69989	8218.22855	0.0943
8.69989	8218.36446	0.09423
8.69989	8218.54185	0.10195
8.69989	8218.39587	0.10158
8.69989	8218.82411	0.09436
7.5999	15310.9611	0.10222
7.59991	15311.39223	0.10315
