		
		
		
7.59991	15311.28631	0.09441
7.59991	15311.24362	0.10106
7.59991	15311.2965	0.09947
7.59991	15311.20572	0.09564
7.5999	15311.42839	0.09229
7.59991	15311.26064	0.09189
7.59991	15311.41258	0.09757
7.59991	15311.14794	0.09934
7.5999	15311.46868	0.10345
7.59991	15311.54773	0.09662
8.0999	15450.89399	0.09538
8.0999	15450.95549	0.10664
8.0999	15450.8421	0.10428
8.0999	15450.81199	0.09651
8.09989	15450.77493	0.09262
8.0999	15450.76038	0.09976
8.0999	15450.73663	0.09185
7.29991	11049.56255	0.09451
7.29991	11049.22619	0.09779
7.29991	11049.19991	0.10363
7.29991	11049.53918	0.09663
7.29991	11049.54669	0.10249
9.49987	3581.35304	0.09647
9.49988	3581.12415	0.09039
9.49987	3581.26614	0.09991
9.49988	3581.2743	0.09918
9.49988	3581.21292	0.0934
9.49988	3581.40705	0.10855
9.49989	3581.22729	0.10014
5.29996	962.30654	0.09837
5.29992	962.14333	0.09486
5.29997	962.45866	0.09344
5.29993	962.28906	0.09265
5.29995	962.38009	0.09882
5.29998	962.43196	0.09829
5.29997	962.2899	0.09277
5.29995	962.26922	0.09038
5.29997	962.33239	0.08974
5.29997	962.34523	0.09364
5.29996	962.24303	0.09796
6.49993	3626.68648	0.09724
6.49992	3626.6011	0.09619
6.49991	3626.60789	0.0992
6.49991	3626.7084	0.09773
6.49992	3626.71612	0.09961
6.49992	3626.64352	0.09456
6.49991	3626.84878	0.09172
6.49992	3626.77521	0.0996
8.79996	7319.31123	0.35436
8.79989	7319.32959	0.09851
8.79989	7319.38644	0.09999
8.79989	7319.26776	0.10571
8.79989	7319.08273	0.09682
8.79989	7319.42923	0.10333
8.79989	7319.09849	0.09102
8.79989	7319.29338	0.09595
9.99986	2396.55354	0.09732
9.99987	2396.45208	0.09319
9.99988	2396.61955	0.09871
9.99988	2396.4755	0.09561
9.99988	2396.39957	0.10009
9.99988	2396.59052	0.09702
9.99989	2396.67227	0.09637
9.99987	2396.61883	0.09686
9.99989	2396.60027	0.09281
9.99986	2396.66541	0.09139
9.99987	2396.47824	0.10812
9.99988	2396.42884	0.09099
9.99986	2396.39149	0.09301
9.99987	2396.64329	0.09724
4.99993	728.29949	0.09241
4.9999	728.20276	0.08484
4.99992	728.33442	0.09645
4.99994	728.34384	0.0998
4.9999	728.32372	0.09039
4.99994	728.13763	0.08708
4.99991	728.31462	0.09583
4.99989	728.26629	0.09978
10.79988	1445.68034	0.09615
10.79989	1445.55887	0.0998
10.79987	1445.59672	0.08539
10.79987	1445.6425	0.09585
10.79988	1445.64744	0.10316
10.79984	1445.55627	0.09974
10.79986	1445.62646	0.09369
7.39991	12532.74926	0.09428
7.39991	12533.13397	0.09255
7.39991	12532.69021	0.09653
7.39991	12533.02512	0.09636
7.39991	12532.83984	0.09689
7.39991	12533.33957	0.09588
7.39991	12532.95862	0.09601
7.39991	12532.92272	0.09004
11.49982	1020.93706	0.09566
11.49986	1020.67284	0.09243
11.49988	1020.59905	0.09054
11.49988	1020.71012	0.09471
11.49986	1020.7277	0.09763
11.49981	1020.70895	0.09529
11.49986	1020.72885	0.09637
11.49984	1020.75671	0.0996
11.49987	1020.78564	0.10783
11.49987	1020.84923	0.09134
3.99997	307.94943	0.10394
4.00003	307.95775	0.09836
4.00007	308.10859	0.0985
3.99996	308.06014	0.10066
4	307.89376	0.10947
3.99995	307.91417	0.08863
4	307.74151	0.10004
3.99991	307.79785	0.09966
8.2999	12959.23837	0.08545
8.2999	12959.40941	0.09954
8.2999	12959.48004	0.09585
8.2999	12959.61609	0.10334
8.2999	12959.46129	0.09369
8.2999	12959.39754	0.09394
8.29989	12959.74534	0.09134
8.2999	12959.61973	0.09074
11.99987	826.46434	0.12936
11.99983	826.52634	0.0978
11.9998	826.5444	0.1047
11.99983	826.4426	0.09133
11.99987	826.56274	0.09518
11.99985	826.51117	0.09489
11.99985	826.61511	0.09284
7.6999	16308.69804	0.09824
7.6999	16308.70441	0.09491
7.6999	16308.78111	0.09174
7.6999	16308.65369	0.09638
7.69991	16308.72014	0.10092
7.69991	16308.51957	0.10142
7.6999	16308.58456	0.08888
4.49999	469.40183	0.1004
4.49991	469.49549	0.0967
4.49992	469.60216	0.09097
4.49987	469.55586	0.096
4.49993	469.62996	0.09101
4.49996	469.32903	0.10189
4.49997	469.46532	0.09456
4.49997	469.58332	0.09472
10.29986	1949.65245	0.09573
10.29987	1949.56915	0.10488
10.29989	1949.72336	0.09623
10.29987	1949.81163	0.09587
10.29989	1949.76892	0.0951
10.29988	1949.81062	0.09491
10.29988	1949.70863	0.1035
7.8999	16863.60288	0.09616
7.8999	16863.81491	0.08975
7.8999	16863.33692	0.09585
7.89991	16864.30194	0.09789
7.89959	17902.70568	286.81543
8.1999	14267.52866	0.09511
8.1999	14267.70718	0.10032
8.1999	14267.68683	0.0941
8.1999	14267.72304	0.08993
8.1999	14267.47939	0.09868
6.99992	7250.22883	0.0886
6.99992	7250.3248	0.10014
6.99991	7250.26072	0.09083
6.99991	7250.3447	0.09634
6.99991	7250.29881	0.09459
8.4999	10387.69182	0.09828
8.4999	10387.45344	0.09681
8.49989	10387.3056	0.09348
8.49989	10387.60807	0.09513
8.49989	10387.28673	0.09822
8.4999	10387.33241	0.09651
19.99987	141.25421	0.0945
19.99981	141.46519	0.08805
19.99966	141.83864	0.09086
19.99986	141.35996	0.09735
19.99981	141.48705	0.09426
14.99981	337.78974	0.09295
14.99978	337.53371	0.09874
14.99987	337.71997	0.09716
14.99981	337.77706	0.09739
14.99989	337.6182	0.09523
2.00003	49.16183	0.10024
2.00018	49.12037	0.09219
2.00071	49.0286	0.10146
1.999	49.11149	0.09495
1.00038	11.23585	0.09806
1.001	11.15763	0.08675
1.001	11.25535	0.10015
1.00022	11.38679	0.0994
0.999	11.29688	0.09122
